criticID,googleID,stars,link,publisher,name
kristerUggedal,93,3,Hufvudstadsbladet 7.8.2020,Hufvudstadsbladet,Krister Uggedal
heikkiIkonen,93,4,Hämeen Sanomat 7.8.2020,Hämeen Sanomat,Heikki Ikonen
akiLehti,94,2.5,https://muropaketti.com/elokuvat/elokuva-arvostelut/arvostelu-train-to-busan-leffan-jatko-osa-peninsula-on-tavallista-parempaa-zombikauhua/,Muropaketti,Aki Lehti
jussiAhlroot,94,3,Helsingin Sanomat 7.8.2020,Helsingin Sanomat,Jussi Ahlroot
kariSalminen,94,2,Turun Sanomat 7.8.2020,Turun Sanomat,Kari Salminen
jussiVirratvuori,94,2,Etelä-Suomen Sanomat 7.8.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
martinaMolisMelberg,94,2,Hufvudstadsbladet 7.8.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
leenaVirtanen,95,4,Helsingin Sanomat 7.8.2020,Helsingin Sanomat,Leena Virtanen
onniRatala,95,4,Turun Sanomat 7.8.2020,Turun Sanomat,Onni Rajala
jussiVirratvuori,95,5,Etelä-Suomen Sanomat 7.8.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
tr,95,4,Seiska 32/2020,Seiska,T R
hannuBjörkbacka,95,4,Keskipohjanmaa 15.8.2020,Keskipohjanmaa,Hannu Björkbacka
tuomoYrttiaho,96,3,Helsingin Sanomat 7.8.2020,Helsingin Sanomat,Tuomo Yrttiaho
iidaSimes,97,5,Voima 8 / 2020,Voima,Iida Simes
jussiHuhtala,97,3,Episodi 2/2021,Episodi,Jussi Huhtala
jesseRaatikainen,97,3,Episodi 2/2021,Episodi,Jesse Raatikainen
jouniVikman,97,3,Episodi 2/2021,Episodi,Jouni Vikman
tuomasRantanen,98,2,Voima 8 / 2020,Voima,Tuomas Rantanen
nikoIkonen,98,4,https://www.episodi.fi/elokuvat/viimeiset/,Episodi,Niko Ikonen
juhoTyppö,99,4,Helsingin Sanomat 2.10.2020,Helsingin Sanomat,Juho Typpö
pekkaEronen,99,4,Aamulehti 2.10.2020,Aamulehti,Pekka Eronen
päiviValotie,99,4,Turun Sanomat 2.10.2020,Turun Sanomat,Päivi Valotie
jussiVirratvuori,99,5,Etelä-Suomen Sanomat 2.10.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
ninaHolm,99,4,https://www.episodi.fi/elokuvat/tove/,Episodi,Nina Holm
martinaMolisMelberg,99,3,Hufvudstadsbladet 2.10.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
hannuBjörkbacka,99,4,Keskipohjanmaa 3.10.2020,Keskipohjanmaa,Hannu Björkbacka
klasFransberg,99,5,Vasabladet 2.10.2020,Vasabladet,Klas Fransberg
heikkiIkonen,99,4,Hämeen Sanomat 2.10.2020,Hämeen Sanomat,Heikki Ikonen
pinjaNikki,99,5,Voima 8 / 2020,Voima,Pinja Nikki
jussiHuhtala,99,3,Episodi 1/2021,Episodi,Jussi Huhtala
nikoikonen,99,4,Episodi 1/2021,Episodi,Niko Ikonen
hannuLiekso,99,3,Episodi 1/2021,Episodi,Hannu Liekso
jesseRaatikainen,99,4,Episodi 1/2021,Episodi,Jesse Raatikainen
martaBalaga,99,3,Episodi 2/2021,Episodi,Marta Balaga
jouniVikman,99,4,Episodi 2/2021,Episodi,Jouni Vikman
avola,100,4,Helsingin Sanomat 6.11.2020,Helsingin Sanomat,Pertti Avola
pekkaEronen,100,4,Aamulehti 6.11.2020,Aamulehti,Pekka Eronen
päiviValotie,100,2,Turun Sanomat 6.11.2020,Turun Sanomat,Päivi Valotie
olliMattiOinonen,100,5,Etelä-Suomen Sanomat 6.11.2020,Etelä-Suomen Sanomat,Olli-Matti Oinonen
kristerUggedal,100,3,Hufvudstadsbladet 6.11.2020,Hufvudstadsbladet,Krister Uggedal
heikkiIkonen,100,4,Hämeen Sanomat 6.11.2020,Hämeen Sanomat,Heikki Ikonen
jussiHuhtala,101,4,https://www.episodi.fi/elokuvat/wrath-of-man/,Episodi,Jussi Huhtala
anttiSelkokari,101,2.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/ilmeettomyytensa-taiteeksi-jalostanut-toimintatahti-jason-statham-pitaa-wrath-of-manin-kuosissa/,kulttuuritoimitus.fi/,Antti Selkokari
nikoIkonen,102,4,https://www.episodi.fi/elokuvat/meren-tuomat/,Episodi,Niko Ikonen
nikoIkonen,103,4,https://www.episodi.fi/elokuvat/those-who-wish-me-dead/,Episodi,Niko Ikonen
nikoIkonen,104,3,https://www.episodi.fi/elokuvat/kuka-pelkaa-puudelia/,Episodi,Niko Ikonen
martaBalaga,105,4,https://www.episodi.fi/elokuvat/yhdet-viela/,Episodi,Marta Balaga
nikoIkonen,105,4,Episodi 4/2021,Episodi,Niko Ikonen
mariaLättilä,105,4,Episodi 4/2021,Episodi,maria Lättilä
anttiSelkokari,105,3,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/yhdet-viela-komediassa-opettajanelikko-ponnistelee-paastakseen-tieteellisen-tarkasti-pitkaan-nousuhumalaan/,kulttuuritoimitus.fi/,Antti Selkokari
hannuLiekso,105,4,Episodi 9/2021,Episodi,Hannu Liekso
kalleKinnunen,105,4,Suomen Kuvalehti 20/2021,Suomen Kuvalehti,Kalle Kinnunen
jesseRaatikainen,105,5,Episodi 11/2021,Episodi,Jesse Raatikainen
jouniVikman,106,3,https://www.episodi.fi/elokuvat/flummelit/,Episodi,Jouni Vikman
jouniVikman,107,2,https://www.episodi.fi/elokuvat/tom-jerry/,Episodi,Jouni Vikman
teroHeikkinen,108,5,https://www.episodi.fi/elokuvat/mother-2/,Episodi,Tero Heikkinen
tr,108,4,Katso 19/2021,Katso,T R
niklasTirkkonen,109,4,https://www.episodi.fi/elokuvat/godzilla-vs-kong/,Episodi,Niklas Tirkkonen
eijaNiskanen,109,2,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/cg-tehosteiset-hirviot-eivat-peittoa-kasinaskarreltuja-esi-isiaan-arviossa-godzilla-vs-kong/,kulttuuritoimitus.fi/,Eija Niskanen
jussiHuhtala,109,2,Episodi 8/2021,Episodi,Jussi Huhtala
nikoIkonen,109,2,Episodi 8/2021,Episodi,Niko Ikonen
hannuLiekso,109,2,Episodi 8/2021,Episodi,Hannu Liekso
jouniVikman,109,3,Episodi 8/2021,Episodi,Jouni Vikman
nikoIkonen,110,4,https://www.episodi.fi/elokuvat/punkkisota/,Episodi,Niko Ikonen
anneValinoro,110,5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/joonas-berghallin-punkkisota-dokumentti-on-pitka-syvalta-kouraiseva-ja-kauas-kuljettava/,kulttuuritoimitus.fi/,Anne Välinoro
nikoIkonen,111,4,https://www.episodi.fi/elokuvat/karalahti/,Episodi,Niko Ikonen
kalleKinnunen,111,3,Suomen Kuvalehti 19/2021,Suomen Kuvalehti,Kalle Kinnunen
al,111,3,Katso 20/2021,Katso,A L
susannaKarhapaa,112,4,https://www.episodi.fi/elokuvat/ammonite/,Episodi,Susanna Karhapää
nikoIkonen,112,3,Episodi 9/2021,Episodi,Niko Ikonen
mariaLättilä,112,3,Episodi 9/2021,Episodi,maria Lättilä
jouniVikman,112,3,Episodi 9/2021,Episodi,Jouni Vikman
mariaLättilä,113,4,https://www.episodi.fi/elokuvat/kirottu-3-paholaisen-vallassa/,Episodi,Maria Lättilä
iraHurskainen,113,3,Episodi 9/2021,Episodi,Ira Hurskainen
nikoIkonen,113,4,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,113,3,Episodi 9/2021,Episodi,Hannu Liekso
niklasTirkkonen,113,3,Episodi 9/2021,Episodi,Niklas Tirkkonen
mariaLättilä,114,2,https://www.episodi.fi/elokuvat/petteri-kaniini-kani-karkuteilla/,Episodi,Maria Lättilä
mariaLättilä,115,4,https://www.episodi.fi/elokuvat/babyteeth/,Episodi,Maria Lättilä
eliHarju,115,4,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/babyteeth-kuvaa-sairautta-ja-rakkautta-nostamatta-kumpaakaan-jalustalle/,kulttuuritoimitus.fi/,Elli Harju
martaBalaga,115,3,Episodi 2/2021,Episodi,Marta Balaga
nikoIkonen,115,4,Episodi 2/2021,Episodi,Niko Ikonen
nikoIkonen,116,4,https://www.episodi.fi/elokuvat/demon-slayer-mugen-train/,Episodi,Niko Ikonen
mariaLättilä,120,4,https://www.episodi.fi/elokuvat/minari/,Episodi,Maria Lättilä
martaBalaga,120,4,Episodi 4/2021,Episodi,Marta Balaga
eijaNiskanen,120,4.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/minari-on-sydamella-tehty-elokuva-korealaisesta-maahanmuuttajaperheesta/,kulttuuritoimitus.fi/,Eija Niskanen
tk,120,3,Katso 19/2021,Katso,T K
nikoIkonen ,124,1,https://www.episodi.fi/elokuvat/army-of-one/,Episodi,Niko Ikonen
tr,124,2,Katso 16/2021,Katso,T R
mariaLattila,127,4,https://www.episodi.fi/elokuvat/nomadland/,Episodi,maria Lättilä
jussiHuhtala,127,4,Episodi 4/2021,Episodi,Jussi Huhtala
nikoIkonen,127,4,Episodi 4/2021,Episodi,Niko Ikonen
hannuLiekso,127,4,Episodi 4/2021,Episodi,Hannu Liekso
jesseRaatikainen,127,5,Episodi 4/2021,Episodi,Jesse Raatikainen
anttiSelkokari,127,4,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/jos-kaikki-menee-on-parasta-lahtea-tien-paalle-kertoo-oscar-elokuvien-ennakkosuosikki-nomadland/,kulttuuritoimitus.fi/,Antti Selkokari
kaisuTervonen,127,5,Suomen Kuvalehti 12/2021,Suomen Kuvalehti,Kaisu Tervonen
jussiHuhtala,128,4,https://www.episodi.fi/elokuvat/falling/,Episodi,Jussi Huhtala
anttiSelkokari,128,4.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/viggo-mortensenin-esikoisohjaus-hakellyttaa-kypsyydellaan-ja-viilealla-tyylikkyydellaan-arviossa-falling/,kulttuuritoimitus.fi/,Antti Selkokari
jesseRaatikainen,128,4,Episodi 1/2021,Episodi,Jesse Raatikainen
nikoIkonen,128,4,Episodi 1/2021,Episodi,Niko Ikonen
hannuLiekso,128,3,Episodi 1/2021,Episodi,Hannu Liekso
niklasTirkkonen,128,4,Episodi 1/2021,Episodi,Niklas Tirkkonen
martaBalaga,128,3,Episodi 2/2021,Episodi,Marta Balaga
jouniVikman,128,3,Episodi 2/2021,Episodi,Jouni Vikman
nikoIkonen,130,5,https://www.episodi.fi/elokuvat/tunturin-tarina/,Episodi,Niko Ikonen
hannuLiekso,130,4,Episodi 2/2021,Episodi,Hannu Liekso
leenaVirtanen,130,3,Helsingin Sanomat 3.12.2021,Helsingin Sanomat,Leena Virtanen
jussiVirratvuori,130,3,Keskisuomalainen 3.12.2021,Keskisuomalainen,Jussi Virratvuori
kristerUggedal,130,4,Hufvudstadsbladet 3.12.2021,Hufvudstadsbladet,Krister Uggedal
aa,130,4,Katso 50/2021,Katso,A A
niklasTirkkonen,133,3,https://www.episodi.fi/elokuvat/kuka-pelkaa-noitia/,Episodi,Niko Ikonen
nikoIkonen,133,3,Episodi 1/2021,Episodi,Niko Ikonen
hannuLiekso,133,3,Episodi 2/2021,Episodi,Hannu Liekso
nikoIkonen,134,5,https://www.episodi.fi/elokuvat/cruella/,Episodi,Niko Ikonen
eliHarju,134,3,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/perijatar-de-vil-sai-taas-yhden-elaman-valkokankaalla-cruella-elokuva-on-varsin-siivo-paaosassa-on-puvustus/,kulttuuritoimitus.fi/,Elli Harju
iraHurskainen,134,4,Episodi 9/2021,Episodi,Ira Hurskainen
mariaLättilä,134,3,Episodi 9/2021,Episodi,maria Lättilä
jouniVikman,134,5,Episodi 9/2021,Episodi,Jouni Vikman
martaBalaga,135,5,Episodi 11/2021,Episodi,Marta Balaga
mariaLattila,135,4,https://www.episodi.fi/elokuvat/isa/,Episodi,Maria Lättilä
jussiVirratvuori,135,5,Etelä-Suomen Sanomat 13.8.2021,Etelä-Suomen Sanomat,Jussi Virratvuori
jussiHuhtala,135,5,Episodi 9/2021,Episodi,Jussi Huhtala
nikoIkonen,135,4,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,135,4,Episodi 9/2021,Episodi,Hannu Liekso
mariaLättilä,135,4,Episodi 9/2021,Episodi,maria Lättilä
jouniVikman,135,4,Episodi 9/2021,Episodi,Jouni Vikman
jesseRaatikainen,135,5,Episodi 11/2021,Episodi,Jesse Raatikainen
susannaKarhapaa,135,5,Episodi 8/2021,Episodi,Susanna Karhapää
tuomasRantanen,143,5,Voima 8/2021,Voima,tuomas Rantanen
vpLehtonen,143,4,Helsingin Sanomat 29.10.2021,Helsingin Sanomat,Veli-Pekka Lehtonen
olliMattiOinonen,143,5,Keskisuomalainen 29.10.2021,Keskisuomalainen,Olli-Matti Oinonen
klasFransberg,143,4,Vasabladet 29.10.2021,Vasabladet,Klas Fransberg
paiviValotie,143,4,Turun Sanomat 29.10.2021,Turun Sanomat,Päivi Valotie
heikkiIkonen,143,4,Hämeen Sanomat 29.10.2021,Hämeen Sanomat,Heikki Ikonen
saraEnholmHjelm,143,5,Hufvudstadsbladet 29.10.2021,Hufvudstadsbladet,Sara Ehnholm Hielm
jussiUPellonpaa,143,4,Forssan Lehti 30.10.2021,Forssan Lehti,Jussi U. Pellonpää
martaBalaga,143,4,Episodi 11/2021,Episodi,Marta Balaga
nikoIkonen,143,4,Episodi 11/2021,Episodi,Niko Ikonen
hannuLiekso,143,4,Episodi 11/2021,Episodi,Hannu Liekso
mariaLattila,143,3,Episodi 11/2021,Episodi,Maria Lättilä
hannuBjorkbacka,143,5,Keskipohjanmaa 11.9.2021,Keskipohjanmaa,Hannu Björkbacka
tr,143,4,Katso 45/2021,Katso,T R
jariTamminen,144,4,Voima 8/2021,Voima,Jari Tamminen
nikoIkonen,144,4,https://www.episodi.fi/elokuvat/128247/,Episodi,Niko Ikonen
jussiHuhtala,144,3,Episodi 11/2021,Episodi,Jussi Huhtala
hannuLiekso,144,3,Episodi 11/2021,Episodi,Hannu Liekso
jesseRaatikainen,144,4,Episodi 11/2021,Episodi,Jesse Raatikainen
jouniVikman,144,3,Episodi 11/2021,Episodi,Jouni Vikman
hannuBjorkbacka,144,3,Keskipohjanmaa 25.9.2021,Keskipohjanmaa,Hannu Björkbacka
saraEH,144,3,Hufvudstadsbladet 17.9.2021,Hufvudstadsbladet,Sara Ehnholm Hielm
tuomasRantanen,145,5,Voima 8/2021,Voima,tuomas Rantanen
teroKartastenpaa,145,3,Helsingin Sanomat 22.10.2021,Helsingin Sanomat,Tero Kartastenpää
jussiVirratvuori,145,5,Keskisuomalainen 22.10.2021,Keskisuomalainen,Jussi Virratvuori
martaBalaga,145,3,Episodi 11/2021,Episodi,Marta Balaga
jussiHuhtala,145,4,Episodi 11/2021,Episodi,Jussi Huhtala
nikoIkonen,145,3,Episodi 11/2021,Episodi,niko Ikonen
hannuLiekso,145,3,Episodi 11/2021,Episodi,Hannu Liekso
mariaLattila,145,3,Episodi 11/2021,Episodi,Maria Lättilä
jesseRaatikainen,145,4,Episodi 11/2021,Episodi,Jesse Raatikainen
jouniVikman,145,3,Episodi 11/2021,Episodi,jouni Vikman
saraEH,145,4,Hufvudstadsbladet 22.10.2021,Hufvudstadsbladet,Sara Ehnholm Hielm
tr,145,3,Katso 44/2021,Katso,T R
mariaLattila,146,4,https://www.episodi.fi/elokuvat/candyman/,Episodi,Maria Lättilä
juhoTyppo,146,4,Helsingin Sanomat 8.10.2021,Helsingin Sanomat,Juho Typpö
kristerUggedal,146,2,Hufvudstadsbladet 8.10.2021,Hufvudstadsbladet,Krister Uggedal
kariSalminen,146,4,Turun Sanomat 8.10.2021,Turun Sanomat,Kari Salminen
heikkiIkonen,146,3,Hämeen Sanomat 8.10.2021,Hämeen Sanomat,Heikki Ikonen
jouniVikman,147,4,https://www.episodi.fi/elokuvat/junk-head/,Episodi,Jouni Vikman
avola,147,3,Helsingin Sanomat 8.10.2021,Helsingin Sanomat,Pertti Avola
kariSalminen,147,3,Turun Sanomat 8.10.2021,Turun Sanomat,Kari Salminen
jesseRaatikainen,148,3,https://www.episodi.fi/elokuvat/yo-armahtaa/,Episodi,Jesse Raatikainen
vpLehtonen,148,2,Helsingin Sanomat 8.10.2021,Helsingin Sanomat,Veli-Pekka Lehtonen
olliMattiOinonen,148,4,Etelä-Suomen Sanomat 8.10.2021,Etelä-Suomen Sanomat,Olli-Matti Oinonen
kristerUggedal,148,2,Hufvudstadsbladet 8.10.2021,Hufvudstadsbladet,Krister Uggedal
paiviValotie,148,3,Turun Sanomat 8.10.2021,Turun Sanomat,Päivi Valotie
hannuBjorkbacka,148,4,Keskipohjanmaa 16.10.2021,Keskipohjanmaa,Hannu Björkbacka
martaBalaga,149,3,https://www.episodi.fi/elokuvat/gagarine-kiertoradalla/,Episodi,Marta Balaga
teroKartastenpaa,149,3,Helsingin Sanomat 8.10.2021,Helsingin Sanomat,Tero Kartastenpää
martinaMolis,149,3,Hufvudstadsbladet 8.10.2021,Hufvudstadsbladet,Martina Moliis-Mellberg
mariaLattila,150,3,https://www.episodi.fi/elokuvat/persian-oppitunnit/,Episodi,Maria Lättilä
nikoIkonen,150,4,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,150,3,Episodi 9/2021,Episodi,Hannu Liekso
martaBalaga,150,2,Episodi 2/2021,Episodi,Marta Balaga
kristerUggedal,150,3,Hufvudstadsbladet 17.9.2021,Hufvudstadsbladet,Krister Uggedal
nikoIkonen,151,2,https://www.episodi.fi/elokuvat/pahan-naapuri/,Episodi,Niko Ikonen
niklasTirkkonen,152,3,https://www.episodi.fi/elokuvat/escape-room-no-way-out/,Episodi,Niklas Tirkkonen
jouniVikman,153,3,https://www.episodi.fi/elokuvat/respect/,Episodi,Jouni Vikman
jussiHuhtala,153,3,Episodi 11/2021,Episodi,Jussi Huhtala
nikoIkonen,153,2,Episodi 11/2021,Episodi,Niko Ikonen
jesseRaatikainen,153,4,Episodi 11/2021,Episodi,Jesse Raatikainen
kristerUggedal,153,3,Hufvudstadsbladet 24.9.2021,Hufvudstadsbladet,Krister Uggedal
nikoIkonen,154,4,https://www.episodi.fi/elokuvat/the-green-knight/,Episodi,Niko Ikonen
jussiHuhtala,155,4,https://www.episodi.fi/elokuvat/007-no-time-to-die/,Episodi,Jussi Huhtala
juhoTyppo,155,4,Helsingin Sanomat 1.10.2021,Helsingin Sanomat,Juho Typpö
jussiVirratvuori,155,4,Etelä-Suomen Sanomat 1.10.2021,Etelä-Suomen Sanomat,Jussi Virratvuori
nikoIkonen,155,4,Episodi 11/2021,Episodi,Niko Ikonen
hannuLiekso,155,4,Episodi 11/2021,Episodi,Hannu Liekso
jesseRaatikainen,155,4,Episodi 11/2021,Episodi,Jesse Raatikainen
jouniVikman,155,3,Episodi 11/2021,Episodi,Jouni Vikman
hannuBjorkbacka,155,4,Keskipohjanmaa 2.10.2021,Keskipohjanmaa,Hannu Björkbacka
kristerUggedal,155,3,Hufvudstadsbladet 30.9.2021,Hufvudstadsbladet,Krister Uggedal
jussiHuhtala,156,4,https://www.episodi.fi/elokuvat/grandmaster/,Episodi,Jussi Huhtala
avola,157,3,Helsingin Sanomat 29.10.2021,Helsingin Sanomat,Pertti Avola
hwRehnstrom,157,4,Turun Sanomat 29.10.2021,Turun Sanomat,Henri Waltter Rehnström
hwRehnstrom,158,3,Turun Sanomat 29.10.2021,Turun Sanomat,Henri Waltter Rehnström
heikkiIkonen,158,2,Hämeen Sanomat 29.10.2021,Hämeen Sanomat,Heikki Ikonen
jussiUPellonpaa,158,2,Forssan Lehti 29.10.2021,Forssan Lehti,Jussi U. Pellonpää
teroKartastenpaa,158,2,Helsingin Sanomat 28.10.2021,Helsingin Sanomat,Tero Kartastenpää
hannuBjorkbacka,158,3,Keskipohjanmaa 13.11.2021,Keskipohjanmaa,Hannu Björkbacka
tr,158,4,Katso 44/2021,Katso,T R
avola,159,3,Helsingin Sanomat 29.10.2021,Helsingin Sanomat,Pertti Avola
kariSalminen,159,4,Turun Sanomat 29.10.2021,Turun Sanomat,Kari Salminen
kristerUggedal,159,2,Hufvudstadsbladet 29.10.2021,Hufvudstadsbladet,Krister Uggedal
nikoIkonen,159,2,Episodi 11/2021,Episodi,Niko Ikonen
jesseRaatikainen,159,3,Episodi 11/2021,Episodi,Jesse Raatikainen
teroKartastenpaa,160,3,Helsingin Sanomat 10.9.2021,Helsingin Sanomat,Tero Kartastenpää
jussiVirratvuori,160,5,Keskisuomalainen 10.9.2021,Keskisuomalainen,Jussi Virratvuori
heikkiIkonen,160,2,Hämeen Sanomat 10.9.2021,Hämeen Sanomat,Heikki Ikonen
nikoIkonen,160,2,Episodi 8/2021,Episodi,Niko Ikonen
hannuLiekso,160,2,Episodi 8/2021,Episodi,Hannu Liekso
oonaKomonen,161,4,Helsingin Sanomat 10.9.2021,Helsingin Sanomat,Oona Komonen
olliMattiOinonen,161,5,Keskisuomalainen 10.9.2021,Keskisuomalainen,Olli-Matti Oinonen
heikkiIkonen,161,4,Hämeen Sanomat 10.9.2021,Hämeen Sanomat,Heikki Ikonen
jussiHuhtala,161,4,Episodi 9/2021,Episodi,Jussi Huhtala
nikoIkonen,161,4,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,161,4,Episodi 9/2021,Episodi,Hannu Liekso
kalleKinnunen,161,4,Suomen Kuvalehti 36/2021,Suomen Kuvalehti,Kaarina Lehtisalo
martaBalaga,161,4,Episodi 11/2021,Episodi,Marta Balaga
jesseRaatikainen,161,4,Episodi 11/2021,Episodi,Jesse Raatikainen
hannuBjorkbacka,161,3,Keskipohjanmaa 9.10.2021,Keskipohjanmaa,Hannu Björkbacka
kristerUggedal,161,4,Hufvudstadsbladet 10.9.2021,Hufvudstadsbladet,Krister Uggedal
kristerUggedal,162,3,Hufvudstadsbladet 20.8.2021,Hufvudstadsbladet,Krister Uggedal
leenaVirtanen,162,3,Helsingin Sanomat 20.8.2021,Helsingin Sanomat,Leena Virtanen
nikoIkonen,162,2,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,162,2,Episodi 9/2021,Episodi,Hannu Liekso
jouniVikman,162,2,Episodi 9/2021,Episodi,Jouni Vikman
avola,163,2,Helsingin Sanomat 20.8.2021,Helsingin Sanomat,Pertti Avola
nikoIkonen,163,1,Episodi 9/2021,Episodi,niko Ikonen
hannuLiekso,163,3,Episodi 9/2021,Episodi,Hannu Liekso
jouniVikman,163,1,Episodi 9/2021,Episodi,Jouni Vikman
jesseRaatikainen,164,4,https://www.episodi.fi/elokuvat/fucking-with-nobody/,Episodi,Jesse Raatikainen
kaarinaLehtisalo,164,3.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/fucking-with-nobody-on-satiirinen-metaelokuva-joka-hairitsee-huijaa-ja-naurattaa-katsojaa/,kulttuuritoimitus.fi/,Kaarina Lehtisalo
nikoIkonen,164,2,Episodi 1/2021,Episodi,niko Ikonen
hannuLiekso,164,2,Episodi 1/2021,Episodi,Hannu Liekso
hannuLiekso,165,3,https://www.episodi.fi/elokuvat/peruna/,Episodi,Hannu Liekso
jussiVirratvuori,165,4,Etelä-Suomen Sanomat 13.8.2021,Etelä-Suomen Sanomat,Jussi Virratvuori
jussiHuhtala,165,3,Episodi 9/2021,Episodi,Jussi Huhtala
iraHurskainen,165,3,Episodi 9/2021,Episodi,Ira Hurskainen
nikoIkonen,165,2,Episodi 9/2021,Episodi,Niko Ikonen
jouniVikman,165,3,Episodi 9/2021,Episodi,Jouni Vikman
jouniVikman,166,4,https://www.episodi.fi/elokuvat/free-guy/,Episodi,Jussi Virratvuori
nikoIkonen,166,3,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,166,3,Episodi 9/2021,Episodi,Hannu Liekso
niklasTirkkonen,166,4,Episodi 9/2021,Episodi,Niklas Tirkkonen
jesseRaatikainen,166,1,Episodi 11/2021,Episodi,Jesse Raatikainen
jouniVikman,167,2,https://www.episodi.fi/elokuvat/wrong-turn/,Episodi,Jouni Vikman
nikoIkonen,167,2,Episodi 8/2021,Episodi,Niko Ikonen
mariaLattila,168,2,https://www.episodi.fi/elokuvat/old/,Episodi,maria Lättilä
nikoIkonen,168,1,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,168,1,Episodi 9/2021,Episodi,Hannu Liekso
susannaKarhapaa,168,1,Episodi 8/2021,Episodi,Susanna Karhapää
kristerUggedal,169,2,Hufvudstadsbladet 20.8.2021,Hufvudstadsbladet,Krister Uggedal
jouniVikman,170,2,https://www.episodi.fi/elokuvat/luokkakokous-3-sinkkuristeily/,Episodi,Jouni Vikman
jussiHuhtala,170,2,Episodi 9/2021,Episodi,Jussi Huhtala
nikoIkonen,170,2,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,170,1,Episodi 9/2021,Episodi,Hannu Liekso
jussiHuhtala,171,2,Episodi 9/2021,Episodi,Jussi Huhtala
nikoIkonen,171,2,Episodi 9/2021,Episodi,Niko Ikonen
kristerUggedal,171,2,Hufvudstadsbladet 3.9.2021,Hufvudstadsbladet,Krister Uggedal
mariaLättilä,172,2,https://www.episodi.fi/elokuvat/hitmans-wifes-bodyguard/,Episodi,maria Lättilä
nikoIkonen,172,2,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,172,2,Episodi 9/2021,Episodi,Hannu Liekso
jouniVikman,172,3,Episodi 9/2021,Episodi,Jouni Vikman
niklasTirkkonen,173,3,https://www.episodi.fi/elokuvat/fast-furious-9/,Episodi,Niklas Tirkkonen
kaarinaLehtisalo,173,1.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/fast-furious-9-ei-hammastyta-toimintakohtauksillaan-vaan-kasikirjoituksen-kehnoudella/,kulttuuritoimitus.fi/,Kaarina Lehtisalo
jussiHuhtala,173,2,Episodi 9/2021,Episodi,Jussi Huhtala
nikoIkonen,173,2,Episodi 9/2021,Episodi,Niko Ikonen
hannuLiekso,173,2,Episodi 9/2021,Episodi,Hannu Liekso
nikoIkonen,174,3,Episodi 9/2021,Episodi,Niko Ikonen
mariaLättilä,174,3,Episodi 9/2021,Episodi,maria Lättilä
martinaMolis,174,3,Hufvudstadsbladet 17.9.2021,Hufvudstadsbladet,Martina Molis-Mellberg
iraHurskainen,175,2,Episodi 9/2021,Episodi,Ira Hurskainen
nikoIkonen,175,4,Episodi 9/2021,Episodi,Niko Ikonen
jouniVikman,175,4,Episodi 9/2021,Episodi,Jouni Vikman
kristerUggedal,175,4,Hufvudstadsbladet 3.9.2021,Hufvudstadsbladet,Krister Uggedal
martaBalaga,175,3,Episodi 8/2021,Episodi,Marta Balaga
susannaKarhapaa,175,3,Episodi 8/2021,Episodi,Susanna Karhapää
