criticID,googleID,stars,link,publisher,name
jussiUPellonpää,8,2,Forssan Lehti 13.3.2020,Forssan Lehti,Jussi U. Pellonpää
heikkiIkonen,8,2,Hämeen Sanomat 13.3.2020,Hämeen Sanomat,Heikki Ikonen
timoAlho,8,4,Kymen Sanomat 13.3.2020,Kymen Sanomat,Timo Alho
tr,8,3,Seiska 11/2020,Seiska,T R
hannuLiekso,8,1,https://www.episodi.fi/elokuvat/aika-jonka-sain/,Episodi,Hannu Liekso
nikoIkonen,8,2,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/katsoimme-tuukka-ja-olga-temosen-uusimman-aika-jonka-sain,Me Naiset,Niko Ikonen
hannuBjörkbacka,8,2,Keskipohjanmaa 13.6.2020,Keskipohjanmaa,Hannu Björkbacka
jussiHuhtala,8,2,Episodi 2/2021,Episodi,Jussi Huhtala
miskaRantanen,9,4,Helsingin Sanomat 13.3.2020,Helsingin Sanomat,Miska Rantanen
anttiSelkokari,9,4,Aamulehti 13.3.2020,Aamulehti,Antti Selkokari
kariSalminen,9,4,Turun Sanomat 13.3.2020,Turun Sanomat,Kari Salminen
jarnoLindemark,9,4,Etelä-Suomen Sanomat 13.3.2020,Etelä-Suomen Sanomat,Jarno Lindemark
jussiUPellonpää,9,3,Forssan Lehti 13.3.2020,Forssan Lehti,Jussi U. Pellonpää
saraEH,9,4,Hufvudstadsbladet 13.3.2020,Hufvudstadsbladet,Sara Ehnholm Hielm
aa,9,3,Seiska 11/2020,Seiska,Atte Alhainen
jussiHuhtala,9,4,https://www.episodi.fi/elokuvat/mr-jones/,Episodi,Jussi Huhtala
eijaNiskanen,9,3.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/mr-jones-neuvostojen-maassa-elokuva-walesilaisreportterin-uskomattomasta-matkasta-1930-luvulla/,Kulttuuritoimitus.fi,Eija Niskanen
marttaKaukonen,9,3.5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/arvostelussa-ensi-iltadraama-mr-jones-jarkyttavat,Me Naiset,Martta Kaukonen
iidaSimes,9,4,https://voima.fi/kulttuuriartikkeli/les-miserables/,Voima,Iida Simes
kalleKinnunen,9,3,Suomen Kuvalehti 11/2020,Suomen Kuvalehti,Kalle Kinnunen
martaBalaga,9,3,Episodi 4/2020,Episodi,Marta Balaga
nikoIkonen,9,3,Episodi 4/2020,Episodi,Niko Ikonen
jouniVikman,9,3,Episodi 4/2020,Episodi,Jouni Vikman
hannuLiekso,9,3,Episodi 3/2020,Episodi,Hannu Liekso
kariSalminen,10,5,Turun Sanomat 13.3.2020,Turun Sanomat,Kari Salminen
marttaKaukonen,10,4,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/syyrialaislaakari-amani-ballour-uhmaa-maansa-ennakkoluuloja,Me Naiset,Martta Kaukonen
päiviValotie,11,2,Turun Sanomat 21.2.2020,Turun Sanomat,Päivi Valotie
jussiUPellonpää,11,1,Forssan Lehti 21.2.2020,Forssan Lehti,Jussi U. Pellonpää
heikkiIkonen,11,1,Hämeen Sanomat 21.2.2020,Hämeen Sanomat,Heikki Ikonen
aa,11,2,Seiska 7/2020,Seiska,Atte Alhainen
nikoIkonen,11,1,https://www.episodi.fi/elokuvat/se-mieleton-remppa/,Episodi,Niko Ikonen
marttaKaukonen,11,2,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/ei-naurata-sitten-millaan-arvostelussa-kotimainen-komedia-se,Me Naiset,Martta Kaukonen
hannuBjörkbacka,11,2,Keskipohjanmaa 25.2.2020,Keskipohjanmaa,Hannu Björkbacka
hannuLiekso,11,1,Episodi 3/2020,Episodi,Hannu Liekso
tr,12,4,Seiska 10/2020,Seiska,T R
kariSalminen,12,3,Turun Sanomat 6.3.2020,Turun Sanomat,Kari Salminen
jarnoLindemark,12,4,Elelä-Suomen Sanomat 6.3.2020,Etelä-Suomen Sanomat,Jarno Lindemark
kristerUggedal,12,4,Hufvudstadsbladet 6.3.2020,Hufvudstadsbladet,Krister Uggeldahl
sannaWirratvuori,12,4,Eeva 3/2020,Eeva,Sanna Wirtavuori
martaBalaga,12,3,https://www.episodi.fi/elokuvat/les-miserables-2/,Episodi,Marta Balaga
eijaNiskanen,12,4,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/uuden-ajan-kurjat-les-miserables-on-rajahtavan-monikulttuurisen-yhteison-kuvaus/,Kulttuuritoimitus.fi,Eija Niskanen
iidaSimes,12,4,https://voima.fi/kulttuuriartikkeli/les-miserables/,Voima,Iida Simes
heikkiIkonen,12,4,Hämeen Sanomat 17.7.2020,Hämeen Sanomat,Heikki Ikonen
nikoIkonen,12,4,Episodi 2/2020,Episodi,Niko Ikonen
jesseRaatikainen,12,4,Episodi 2/2020,Episodi,Jesse Raatikainen
hannuLiekso,12,4,Episodi 4/2020,Episodi,Hannu Liekso
riittaLehtimäki,13,5,Eeva 2/2020,Eeva,Riitta Lehtimäki
vpLehtonen,13,5,Helsingin Sanomat 31.1.2020,Helsingin Sanomat,Veli-Pekka Lehtonen
anttiSelkokari,13,5,Aamulehti 31.1.2020,Aamulehti,Antti Selkokari
kariSalminen,13,5,Turun Sanomat 31.1.2020,Turun Sanomat,Kari Salminen
jussiVirratvuori,13,5,Etelä-Suomen Sanomat 31.1.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
jussiUPellonpää,13,5,Forssan Lehti 31.1.2020,Forssan Lehti,Jussi U. Pellonpää
saraEH,13,4,Hufvudstadsbladet 31.1.2020,Hufvudstadsbladet,Sara Ehnholm Hielm
heikkiIkonen,13,4,Hämeen Sanomat 31.1.2020,Hämeen Sanomat,Heikki Ikonen
niinaHolm,13,5,https://www.episodi.fi/elokuvat/parasite/,Episodi,Niina Holm
valeriMörttinen,13,5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/tuorein-kultaisen-palmun-voittaja-vihdoin-suomessa-parasite-on-villi-kuvaus-luokkayhteiskunnasta/,Kulttuuritoimitus.fi,Valtteri Mörttinen
marttaKaukonen,13,4,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/viistoa-huumoria-etelakorealaisittain-me-naisten-arvostelussa,Me Naiset,Martta Kaukonen
tuukkaHämäläinen,13,5,https://muropaketti.com/elokuvat/arvostelu-kuuden-oscarin-ehdokas-parasite-on-viiden-tahden-elokuva-vaikka-ohjaaja-bong-joon-ho-on-parempaakin-tehnyt/,Muropaketti,Tuukka Hämäläinen
tuomasRantanen,13,4,https://voima.fi/kulttuuriartikkeli/59389/,Voima,Tuomas Rantanen
sebastianGranskog,13,5,Vasabladet 1.2.2020,Vasabladet,Sebastian Granskog
kalleKinnunen,13,4,Suomen Kuvalehti 5/2020,Suomen Kuvalehti,Kalle Kinnunen
martaBalaga,13,5,Episodi 1/2020,Episodi,Marta Balaga
jussiHuhtala,13,4,Episodi 1/2020,Episodi,Jussi Huhtala
nikoikonen,13,5,Episodi 1/2020,Episodi,Niko Ikonen
mariaLättilä,13,5,Episodi 2/2020,Episodi,Maria Lättilä
jesseRaatikainen,13,5,Episodi 1/2020,Episodi,Jesse Raatikainen
jouniVikman,13,4,Episodi 1/2020,Episodi,Jouni Vikman
hannuLiekso,13,4,Episodi 1/2021,Episodi,Hannu Liekso
niklasTirkkonen,13,4,Episodi 1/2021,Episodi,Niklas Tirkkonen
hannaHyväri,14,3,Eeva 2/2020,Eeva,Hanna Hyväri
leenaVirtanen,14,3,Helsingin Sanomat 31.1.2020,Helsingin Sanomat,Leena Virtanen
janneKaakko,14,5,Aamulehti 31.1.2020,Aamulehti,Janne Kaakko
päiviValotie,14,3,Turun Sanomat 31.1.2020,Turun Sanomat,Päivi Valotie
jarnoLindemark,14,2,Etelä-Suomen Sanomat 31.1.2020,Etelä-Suomen Sanomat,Jarno Lindemark
saraEH,14,4,Hufvudstadsbladet 31.1.2020,Hufvudstadsbladet,Sara Ehnholm Hielm
timoAlho,14,4,Etelä-Saimaa 31.1.2020,Etelä-Saimaa,Timo Alho
heikkiIkonen,14,4,Hämeen Sanomat 31.1.2020,Hämeen Sanomat,Heikki Ikonen
mariaLättilä,14,4,https://www.episodi.fi/elokuvat/pikku-naisia/,Episodi,Maria Lättilä
riikkaOksanen,14,4.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/marchin-sisarusten-elama-kiehtoo-edelleen-greta-gerwigin-versio-pikku-naisista-virkistaa/,Kulttuuritoimitus.fi,Riikka Oksanen
marttaKaukonen,14,4,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/hurmaava-feministinen-pikku-naisia-elokuva-vuosimallia-2020,Me Naiset,Martta Kaukonen
nikoikonen,14,4,Episodi 1/2020,Episodi,Niko Ikonen
hannuLiekso,14,3,Episodi 1/2020,Episodi,Hannu Liekso
martaBalaga,14,4,Episodi 2/2020,Episodi,Marta Balaga
jussiHuhtala,14,3,Episodi 2/2020,Episodi,Jussi Huhtala
jesseRaatikainen,14,4,Episodi 2/2020,Episodi,Jesse Raatikainen
jouniVikman,14,3,Episodi 2/2020,Episodi,Jouni Vikman
juhoTyppo,15,4,Helsingin Sanomat 24.1.2020,Helsingin Sanomat,Juho Typpö
janneKaakko,15,3,Aamulehti 24.1.2020,Aamulehti,Janne Kaakko
kariSalminen,15,3,Turun Sanomat 24.1.2020,Turun Sanomat,Kari Salminen
jarnoLindemark,15,5,Etelä-Suomen Sanomat 24.1.2020,Etelä-Suomen Sanomat,Jarno Lindemark
kristerUggedal,15,5,Hufvudstadsbladet 24.1.2020,Hufvudstadsbladet,Krister Uggeldahl
timoAlho,15,4,Etelä-Saimaa 24.1.2020,Etelä-Saimaa,Timo Alho
heikkiIkonen,15,5,Hämeen Sanomat 24.1.2020,Hämeen Sanomat,Heikki Ikonen
jussiUPellonpää,15,5,Forssan Lehti 31.1.2020,Forssan Lehti,Jussi U. Pellonpää
jussiHuhtala,15,4,https://www.episodi.fi/elokuvat/taistelulahetit-1917/,Episodi,Jussi Huhtala
kaarinaLehtisalo,15,3.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/sam-mendesin-maailmansotadraama-taistelulahetit-1917-on-teknisesti-loistelias-mutta-pinnallinen/,Kulttuuritoimitus.fi,Kaarina Lehtisalo
marttaKaukonen,15,4.5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/arvostelussa-taistelulahetit-1917-tositapahtumiin-perustuvaa,Me Naiset,Martta Kaukonen
akiLehti,15,4.5,https://muropaketti.com/elokuvat/arvostelu-bond-ohjaaja-sam-mendesin-taistelulahetit-1917-on-paljon-muutakin-kuin-vain-jumalattoman-komean-nakoinen-sotaelokuva/,Muropaketti,Aki Lehti
hannuBjörkbacka,15,3,Keskipohjanmaa 1.2.2020,Keskipohjanmaa,Hannu Björkbacka
kalleKinnunen,15,2,Suomen Kuvalehti 4/2020,Suomen Kuvalehti,Kalle Kinnunen
nikoikonen,15,4,Episodi 1/2020,Episodi,Niko Ikonen
hannuLiekso,15,4,Episodi 1/2020,Episodi,Hannu Liekso
jesseRaatikainen,15,4,Episodi 1/2020,Episodi,Jesse Raatikainen
jouniVikman,15,4,Episodi 1/2020,Episodi,Jouni Vikman
mariaLättilä,15,3,Episodi 2/2020,Episodi,Maria Lättilä
tuomoYrittiaho,16,3,Helsingin Sanomat 24.1.2020,Helsingin Sanomat,Tuomo Yrittiaho
hwRehnstöm,16,4,Turun Sanomat 24.1.2020,Turun Sanomat,Henri Waltter Rehnström
timoAlho,16,3,Etelä-Saimaa 24.1.2020,Etelä-Saimaa,Timo Alho
leenaVirtanen,17,3,Helsingin Sanomat 24.1.2020,Helsingin Sanomat,Leena Virtanen
pekkaEronen,17,3,Aamulehti 24.1.2020,Aamulehti,Pekka Eronen
päiviValotie,17,3,Turun Sanomat 24.1.2020,Turun Sanomat,Päivi Valotie
jarnoLindemark,17,3,Etelä-Suomen Sanomat 24.1.2020,Etelä-Suomen Sanomat,Jarno Lindemark
jussiUPellonpää,17,3,Forssan Lehti 24.1.2020,Forssan Lehti,Jussi U. Pellonpää
kristerUggedal,17,3,Hufvudstadsbladet 24.1.2020,Hufvudstadsbladet,Krister Uggeldahl
mariaLättilä,17,3,https://www.episodi.fi/elokuvat/just-mercy/,Episodi,Maria Lättilä
marttaKaukonen,17,3,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/true-crime-draama-just-mercy-kertoo-syyttomana-kuolemaan,Me Naiset,Martta Kaukonen
nikoIkonen,17,2,Episodi 2/2020,Episodi,Niko Ikonen
jesseRaatikainen,17,2,Episodi 2/2020,Episodi,Jesse Raatikainen
hannuLiekso,17,3,Episodi 4/2020,Episodi,Hannu Liekso
avola,18,4,Helsingin Sanomat 24.1.2020,Helsingin Sanomat,Pertti Avola
päiviValotie,18,4,Turun Sanomat 24.1.2020,Turun Sanomat,Päivi Valotie
martinaMolisMelberg,18,4,Hufvudstadsbladet 24.1.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
jouniVikman,18,4,https://www.episodi.fi/elokuvat/jaahyvaiset-2/,Episodi,Jouni Vikman
eijaNiskanen,18,4,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/awkwafina-loistaa-lulu-wangin-amerikkalais-kiinalaisessa-ensi-iltaelokuvassa-jaahyvaiset/,Kulttuuritoimitus.fi,Eija Niskanen
marttaKaukonen,18,3.5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/isoaidilla-kolme-kuukautta-elinaikaa-eika-kukaan-kerro-sita,Me Naiset,Martta Kaukonen
kalleKinnunen,18,4,Suomen Kuvalehti 4/2020,Suomen Kuvalehti,Kalle Kinnunen
nikoikonen,18,4,Episodi 1/2020,Episodi,Niko Ikonen
mariaLättilä,18,4,Episodi 1/2020,Episodi,maria Lättilä
hannuLiekso,18,3,Epidodi 2/2020,Episodi,Hannu liekso
martaBalaga,18,4,Episodi 4/2020,Episodi,Marta Balaga
jesseRaatikainen,18,4,Episodi 4/2020,Episodi,Jesse Raatikainen
jussiHuhtala,18,4,Episodi 4/2020,Episodi,Jouni Vikman
lauraHallamaa,19,2,Helsingin Sanomat 3.1.2020,Helsingin Sanomat,Laura Hallamaa
pekkaEronen,19,2,Aamulehti 3.1.2020,Aamulehti,Pekka Eronen
hwRehnstöm,19,2,Turun Sanomat 3.1.2020,Turun Sanomat,Henri Waltter Rehnström
jussiVirratvuori,19,2,Etelä-Suomen Sanomat 3.1.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
jussiUPellonpää,19,2,Forssan Lehti 3.1.2020,Forssan Lehti,Jussi U. Pellonpää
kristerUggedal,19,1,Hufvudstadsbladet 3.1.2020,Hufvudstadsbladet,Krister Uggeldahl
niklasTirkkonen,19,2,https://www.episodi.fi/elokuvat/cats/,Episodi,Niklas Tirkkonen
anneVälinoro,19,4,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/uusin-cats-on-megaluokan-kissavideo-arvostelussa-tom-hooperin-musikaalielokuva/,Kulttuuritoimitus.fi,Anne Välinoro
nikoIkonen,19,3,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/katsoimme-kohuleffa-catsin-ja-voi-pojat-ja-tytot-millainen-se,Me Naiset,Niko Ikonen
axelÅhman,19,1,Vasabladet 4.1.2020,Vasabladet,Axel Åhman
hannuBjörkbacka,19,3,Keskipohjanmaa 11.1.2020,Keskipohjanmaa,Hannu Björkbacka
hannuLiekso,19,2,Episodi 1/2020,Episodi,Hannu Liekso
jesseRaatikainen,19,2,Episodi 1/2020,Episodi,Jesse Raatikainen
martaBalaga,19,1,Episodi 2/2020,Episodi,Marta Balaga
avola,20,3,Helsingin Sanomat 14.2.2020,Helsingin Sanomat,Pertti Avola
hwRehnstöm,20,2,Turun Sanomat 14.2.2020,Turun Sanomat,Henri Waltter Rehnström
jussiVirratvuori,20,5,Keskisuomalainen 14.2.2020,Keskisuomalainen,Jussi Virratvuori
kristerUggedal,20,3,Hufvudstadsbladet 14.2.2020,Hufvudstadsbladet,Krister Uggeldahl
jussiUPellonpää,20,2,Forssan Lehti 14.2.2020,Forssan Lehti,Jussi U. Pellonpää
jouniVikman,20,4,https://www.episodi.fi/elokuvat/the-peanut-butter-falcon/,Episodi,Jouni Vikman
anneVälinoro,20,5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/peanut-butter-falcon-on-vuosikymmenen-paras-elokuva-ennen-kuin-vuosikymmen-on-edes-alkanut-kunnolla/,Kulttuuritoimitus.fi,Anne Välinoro
marttaKaukonen,20,3.5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/tassako-uusi-sademies-ei-vaan-huckleberry-finn-shia-labeouf,Me Naiset,Martta Kaukonen
martaBalaga,20,3,Episodi 1/2021,Episodi,Marta Balaga
nikoikonen,20,4,Episodi 1/2021,Episodi,Niko Ikonen
hannuLiekso,20,2,Episodi 1/2021,Episodi,Hannu liekso
mariaLättilä,20,3,Episodi 1/2021,Episodi,Maria Lättilä
tuomoYrittiaho,21,2,Helsingin Sanomat 14.2.2020,Helsingin Sanomat,Tuomo Yrittiaho
pekkaEronen,21,4,Aamulehti 14.2.2020,Aamulehti,Pekka Eronen
päiviValotie,21,3,Turun Sanomat 14.2.2020,Turun Sanomat,Päivi Valotie
kristerUggedal,21,3,Hufvudstadsbladet 14.2.2020,Hufvudstadsbladet,Krister Uggeldahl
nikoIkonen,21,3,https://www.episodi.fi/elokuvat/heinahattu-vilttitossu-ja-arhakka-koululainen/,Episodi,Niko Ikonen
ristoOjanen,21,4,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/uusin-heinahattu-ja-vilttitossu-on-alkuperaistarinan-henkea-noudattava-hauskisversio-koulunkaynnista/,Kulttuuritoimitus.fi,Risto Ojanen
hannuBjörkbacka,21,2,Keskipohjanmaa 21.2.2020,Keskipohjanmaa,Hannu Björkbacka
juhoTyppo,22,3,Helsingin Sanomat 14.2.2020,Helsingin Sanomat,Juho Typpö
kariSalminen,22,4,Turun Sanomat 14.2.2020,Turun Sanomat,Kari Salminen
tr,22,4,Seiska 7/2020,Seiska,T R
martinaMolisMelberg,22,3,Hufvudstadsbladet 14.2.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
jouniVikman,22,4,https://www.episodi.fi/elokuvat/color-out-of-space/,Episodi,Jouni Vikman
kaarinaLehtisalo,22,1.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/kulttiohjaaja-richard-stanley-tarttui-kulttikirjailija-h-p-lovecraftin-novelliin-ja-kuinka-siina-kavikaan/,Kulttuuritoimitus.fi,Kaarina Lehtisalo
tuukkaHämäläinen,22,3.5,https://muropaketti.com/elokuvat/arvostelu-nicolas-cagen-tahdittama-color-out-of-space-on-pieni-ihme-se-on-nimittain-oikeasti-hyva-h-p-lovecraft-filmatisointi/,Muropaketti,Tuukka Hämäläinen
nikoIkonen,22,4,Episodi 2/2020,Episodi,Niko Ikonen
mariaLättilä,22,4,Episodi 2/2020,Episodi,Maria Lättilä
martinaMolisMelberg,23,4,Hufvudstadsbladet 3.1.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
avola,23,3,Helsingin Sanomat 3.1.2020,Helsingin Sanomat,Pertti Avola
jussiUPellonpää,23,3,Forssan Lehti 17.1.2020,Forssan Lehti,Jussi U. Pellonpää
riittaLehtimäki,23,5,Eeva 1/2020,Eeva,Riitta Lehtimäki
kariSalminen,23,3,Turun Sanomat 3.1.2020,Turun Sanomat,Kari Salminen
nikoIkonen,23,3,https://www.episodi.fi/elokuvat/fabiennen-muistelmat/,Episodi,Niko Ikonen
riikkaOksanen,23,3,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/perhedraamojen-mestari-kompastuu-omaan-napparyyteensa-ranskalaisdraamassa-fabiennen-muistelmat/,Kulttuuritoimitus.fi,Riikka Oksanen
marttaKaukonen,23,3,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/konkarit-catherine-deneuve-ja-juliette-binoche-vakuuttavat,Me Naiset,Martta Kaukonen
iidaSimes,23,3,https://voima.fi/kulttuuriartikkeli/tylsyys-vaivaa-japanilaisen-hirokazu-kore-edan-elokuvaa-fabiennen-muistelmat/,Voima,Iida Simes
avola,24,3,Helsingin Sanomat 3.1.2020,Helsingin Sanomat,Pertti Avola
päiviValotie,24,2,Turun Sanomat 3.1.2020,Turun Sanomat,Päivi Valotie
kristerUggedal,24,4,Hufvudstadsbladet 3.1.2020,Hufvudstadsbladet,Krister Uggeldahl
jessicaPoikkijoki,24,3,Vasabladet 3.1.2020,Vasabladet,Jessica Poikkijoki
miskaRantanen,25,3,Helsingin Sanomat 3.1.2020,Helsingin Sanomat,Miska Rantanen
pekkaEronen,25,3,Aamulehti 3.1.2020,Aamulehti,Pekka Eronen
päiviValotie,25,2,Turun Sanomat 3.1.2020,Turun Sanomat,Päivi Valotie
sannaWirratvuori,25,4,Eeva 1/2020,Eeva,Sanna Wirtavuori
jussiVirratvuori,25,2,Etelä-Suomen Sanomat 3.1.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
kristerUggedal,25,2,Hufvudstadsbladet 3.1.2020,Hufvudstadsbladet,Krister Uggeldahl
jesseRaatikainen,25,3,https://www.episodi.fi/elokuvat/terasleidit/,Episodi,Jesse Raatikainen
anttiSelkokari,25,2,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/terasleidit-elokuvassa-vanhukset-vapautuvat-niin-etta-rajoja-rikotaan-ja-viinaa-kaatuu-kurkkuun/,Kulttuuritoimitus.fi,Antti Selkokari
marttaKaukonen,25,4,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/pamela-tolan-uutuuskomedian-paaosassa-kolme-vanhaa-naista-lue,Me Naiset,Martta Kaukonen
klasFransberg,25,2,Vasabladet 3.1.2020,Vasabladet,Klas Fransberg
hannuBjörkbacka,25,3,Keskipohjanmaa 5.1.2020,Keskipohjanmaa,Hannu Björkbacka
jussiHuhtala,25,2,Episodi 1/2020,Episodi,Jussi Huhtala
nikoikonen,25,3,Episodi 1/2020,Episodi,Niko Ikonen
martaBalaga,25,3,Episodi 1/2021,Episodi,Marta Balaga
hannuLiekso,25,2,Episodi 1/2021,Episodi,Hannu Liekso
sannaWirratvuori,26,4,Eeva 2/2020,Eeva,Sanna Wirtavuori
kariSalminen,26,3,Turun Sanomat 7.2.2020,Turun Sanomat,Kari Salminen
jussiVirratvuori,26,5,Etelä-Suomen Sanomat 7.2.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
hannuLiekso,26,3,https://www.episodi.fi/elokuvat/orkesterin-edessa/,Episodi,Hannu Liekso
anttiSelkokari,26,4,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/tahtipuikko-ei-ole-mattopiiska-orkesterin-edessa-on-hieno-dokumentti-kapellimestareiden-koulutuksesta/,Kulttuuritoimitus.fi,Antti Selkokari
kristerUggedal,27,3,Hufvudstadsbladet 6.3.2020,Hufvudstadsbladet,Krister Uggeldahl
jouniVikman,27,4,https://www.episodi.fi/elokuvat/eteenpain/,Episodi,Jouni Vikman
akiLehti,27,2.5,https://muropaketti.com/elokuvat/arvostelu-eteenpain-onward/,Muropaketti,Aki Lehti
martaBalaga,27,3,Episodi 4/2021,Episodi,Marta Balaga
nikoIkonen,27,4,Episodi 4/2021,Episodi,Niko Ikonen
hannuLiekso,27,3,Episodi 4/2021,Episodi,Hannu Liekso
mariaLättilä,27,4,Episodi 4/2021,Episodi,Maria Lättilä
jesseRaatikainen,27,3,Episodi 4/2021,Episodi,Jesse Raatikainen
tuomoYrittiaho,28,3,Helsingin Sanomat 31.1.2020,Helsingin Sanomat,Tuomo Yrittiaho
hwRehnstöm,28,3,Turun Sanomat 31.1.2020,Turun Sanomat,Henri Waltter Rehnström
janneKaakko,28,2,Etelä-Suomen Sanomat 31.1.2020,Etelä-Suomen Sanomat,Janne Kaakko
mariaLättilä,28,3,https://www.episodi.fi/elokuvat/vakoojat-valepuvuissa/,Episodi,Maria Lättilä
avola,29,4,Helsingin Sanomat 21.2.2020,Helsingin Sanomat,Pertti Avola
janneKaakko,29,3,Aamulehti 21.2.2020,Aamulehti,Janne Kaakko
kariSalminen,29,2,Turun Sanomat 21.2.2020,Turun Sanomat,Kari Salminen
jarnoLindemark,29,3,Etelä-Suomen Sanomat 21.2.2020,Etelä-Suomen Sanomat,Jarno Lindemark
jussiUPellonpää,29,4,Forssan Lehti 21.2.2020,Forssan Lehti,Jussi U. Pellonpää
martinaMolisMelberg,29,1,Hufvudstadsbladet 21.2.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
timoAlho,29,3,Etelä-Saimaa 21.2.2020,Etelä-Saimaa,Timo Alho
heikkiIkonen,29,2,Hämeen Sanomat 21.2.2020,Hämeen Sanomat,Heikki Ikonen
mariaLättilä,29,3,https://www.episodi.fi/elokuvat/the-gentlemen/,Episodi,Maria Lättilä
helinäLaajalahti,29,3,https://muropaketti.com/elokuvat/arvostelu-the-gentlemen-on-snatch-ohjaaja-guy-ritchielta-askel-oikeaan-suuntaan-aladdinin-jalkeen/,Muropaketti,Helinä Laajalahti
martaBalaga,29,2,Episodi 1/2021,Episodi,Marta Balaga
nikoikonen,29,4,Episodi 1/2021,Episodi,Niko Ikonen
hannuLiekso,29,4,Episodi 1/2021,Episodi,Hannu Liekso
jesseRaatikainen,29,4,Episodi 1/2021,Episodi,Jesse Raatikainen
niklasTirkkonen,29,4,Episodi 1/2021,Episodi,Niklas Tirkkonen
jouniVikman,29,3,Episodi 4/2020,Episodi,Jouni Vikman
tuomoYrittiaho,30,2,Helsingin Sanomat 21.2.2020,Helsingin Sanomat,Tuomo Yrittiaho
päiviValotie,30,1,Turun Sanomat 21.2.2020,Turun Sanomat,Päivi Valotie
kristerUggedal,30,2,Hufvudstadsbladet 21.2.2020,Hufvudstadsbladet,Krister Uggeldahl
jouniVikman,30,2,https://www.episodi.fi/elokuvat/koiranpaivat/,Episodi,Jouni Vikman
avola,31,3,Helsingin Sanomat 21.2.2020,Helsingin Sanomat,Pertti Avola
kariSalminen,31,4,Turun Sanomat 21.2.2020,Turun Sanomat,Kari Salminen
jarnoLindemark,31,3,Etelä-Suomen Sanomat 21.2.2020,Etelä-Suomen Sanomat,Jarno Lindemark
jussiUPellonpää,31,3,Forssan Lehti 21.2.2020,Forssan Lehti,Jussi U. Pellonpää
saraEH,31,3,Hufvudstadsbladet 21.2.2020,Hufvudstadsbladet,Sara Ehnholm Hielm
mariaLättilä,31,3,https://www.episodi.fi/elokuvat/richard-jewell/,Episodi,Maria Lättilä
anttiSelkokari,31,3.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/valta-ja-maine-kaantyvat-etsijoitaan-vastaan-clint-eastwoodin-kiistellyssa-leffassa-richard-jewell/,Kulttuuritoimitus.fi,Antti Selkokari
marttaKaukonen,31,2,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/clint-eastwoodin-uusin-elokuva-kertoo-median-ja-fbin,Me Naiset,Martta Kaukonen
akiLehti,31,2.5,https://muropaketti.com/elokuvat/arvostelu-clint-eastwoodin-ohjaama-richard-jewell-elokuva-on-teknisesti-loistava-mutta-kayttaa-kerronnassaan-kyseenalaisia-keinoja/,Muropaketti,Aki Lehti
martaBalaga,31,3,Episodi 4/2020,Episodi,Marta Balaga
nikoIkonen,31,3,Episodi 4/2020,Episodi,Niko Ikonen
hannuLiekso,31,3,Episodi 4/2020,Episodi,Hannu Liekso
